PROSPECTID,Total_TL,Total_TL_opened_L6M,Tot_TL_closed_L6M,pct_tl_closed_L6M,pct_active_tl,pct_tl_open_L12M,pct_tl_closed_L12M,Tot_Missed_Pmnt,Auto_TL,CC_TL,Home_TL,PL_TL,Secured_TL,Unsecured_TL,Other_TL,Age_Oldest_TL,time_since_recent_payment,num_times_delinquent,num_deliq_6mts,num_deliq_12mts,num_deliq_6_12mts,num_times_60p_dpd,num_std,num_std_6mts,num_sub,num_sub_6mts,num_sub_12mts,num_dbt,num_dbt_6mts,num_lss,recent_level_of_deliq,CC_enq,CC_enq_L6m,PL_enq,time_since_recent_enq,enq_L3m,NETMONTHLYINCOME,Time_With_Curr_Empr,pct_of_active_TLs_ever,pct_opened_TLs_L6m_of_L12m,CC_Flag,PL_Flag,pct_PL_enq_L6m_of_ever,pct_CC_enq_L6m_of_ever,HL_Flag,GL_Flag,AGE,MARITALSTATUS_Married,MARITALSTATUS_Single,EDUCATION_1,EDUCATION_2,EDUCATION_3,EDUCATION_4,GENDER_F,GENDER_M,last_prod_enq2_AL,last_prod_enq2_CC,last_prod_enq2_ConsumerLoan,last_prod_enq2_HL,last_prod_enq2_PL,last_prod_enq2_others,first_prod_enq2_AL,first_prod_enq2_CC,first_prod_enq2_ConsumerLoan,first_prod_enq2_HL,first_prod_enq2_PL,first_prod_enq2_others
105,1,1,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,1,1,5,51,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,1,85,1,11500,65,1.0,1.0,0,0,1.0,0.0,0,0,24,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
106,12,0,0,0.0,0.0,0.0,0.167,0,2,0,0,0,10,2,3,191,215,4,0,0,0,2,26,0,0,0,0,11,0,0,139,0,0,1,170,0,14300,29,0.0,0.0,0,0,0.0,0.0,1,0,45,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
107,7,2,2,0.286,0.286,0.286,0.286,2,0,0,0,0,0,7,0,39,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,632,0,15000,66,0.286,1.0,0,0,0.0,0.0,0,0,26,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
109,1,1,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,1,1,4,16,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,4,210,0,25000,100,1.0,1.0,0,0,0.0,0.0,0,0,31,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
111,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,76,1492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,0,28000,126,0.0,0.0,0,0,0.0,0.0,0,0,49,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
112,3,0,0,0.0,0.333,0.333,0.333,0,2,0,1,0,3,0,0,65,113,14,4,6,2,0,0,0,0,0,0,0,0,0,24,0,0,0,495,0,35000,61,0.333,0.0,0,0,0.0,0.0,0,1,35,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
113,1,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,16,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469,0,30000,150,1.0,0.0,0,0,0.0,0.0,0,0,21,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
114,8,1,0,0.0,0.5,0.375,0.0,1,1,0,0,1,4,4,0,56,57,13,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,3,57,2,15000,54,0.5,0.333,0,1,0.667,0.0,1,0,36,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
115,7,5,4,0.571,0.429,1.0,0.571,0,0,1,0,3,3,4,2,7,49,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,4,6,7,23000,33,0.429,0.714,1,1,0.0,1.0,1,0,22,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
117,6,0,0,0.0,0.5,0.167,0.0,0,1,0,0,1,1,5,2,43,68,4,0,0,0,0,18,5,0,0,0,0,0,0,60,0,0,2,27,1,32000,107,0.5,0.0,0,1,0.0,0.0,0,0,32,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
118,9,2,0,0.0,0.333,0.333,0.222,0,1,0,0,0,1,8,0,76,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,15000,30,0.333,0.667,0,0,0.0,0.0,0,0,31,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
119,1,0,0,0.0,1.0,1.0,0.0,0,1,0,0,0,1,0,0,9,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,25000,62,1.0,0.0,0,0,0.0,0.0,0,0,39,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
122,1,0,1,1.0,0.0,0.0,1.0,0,1,0,0,0,1,0,0,29,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,796,0,25000,180,0.0,0.0,0,0,0.0,0.0,0,0,36,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
123,2,1,0,0.0,1.0,1.0,0.0,0,1,0,0,0,1,1,0,12,61,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,1,2,1,27000,101,1.0,0.5,0,0,1.0,0.0,0,0,42,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
124,3,2,1,0.333,0.667,0.667,0.333,0,0,0,0,1,0,3,1,47,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,0,15000,246,0.667,1.0,0,1,1.0,0.0,0,0,48,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
125,26,0,0,0.0,0.0,0.0,0.0,0,1,0,0,1,25,1,0,193,495,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,2388,0,21000,48,0.0,0.0,0,1,0.0,0.0,1,0,54,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
126,6,2,3,0.5,0.5,0.5,0.5,1,0,0,0,0,0,6,1,20,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,28000,131,0.5,0.667,0,0,0.0,1.0,0,0,33,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
128,2,1,0,0.0,1.0,1.0,0.0,1,1,0,0,0,2,0,0,10,43,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,285,0,28000,44,1.0,0.5,0,0,0.0,0.0,1,0,21,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
129,2,0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,2,0,11,38,3,3,3,0,0,0,0,0,0,0,0,0,0,23,3,0,1,3,1,17002,50,1.0,0.0,0,0,0.0,0.0,0,0,31,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
130,1,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,63,922,1,0,0,0,1,0,0,0,0,0,0,0,0,180,0,0,1,298,0,20000,34,1.0,0.0,0,0,0.0,0.0,0,0,35,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
131,1,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,24,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,756,0,20000,94,1.0,0.0,0,0,0.0,0.0,0,0,45,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
132,1,0,1,1.0,0.0,1.0,1.0,0,0,0,0,0,0,1,0,9,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,15500,78,0.0,0.0,0,0,0.0,0.0,0,0,23,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
133,1,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,14,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,0,17000,30,1.0,0.0,0,0,0.0,0.0,0,0,26,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
134,4,3,1,0.25,0.75,1.0,0.25,3,0,0,0,1,0,4,1,9,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,3,25000,43,0.75,0.75,0,1,1.0,0.0,0,0,21,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
135,2,2,0,0.0,1.0,1.0,0.0,1,0,0,0,0,0,2,0,6,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,27000,116,1.0,1.0,0,0,0.0,0.0,0,0,46,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
136,7,2,2,0.286,0.571,0.429,0.286,1,1,1,0,1,4,3,1,58,39,0,0,0,0,0,17,4,0,0,0,0,0,0,0,2,0,1,54,2,50000,37,0.571,0.667,1,1,0.0,0.0,1,0,30,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
138,4,0,0,0.0,0.75,0.25,0.25,0,1,0,0,0,1,3,0,30,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,1,30000,94,0.75,0.0,0,0,0.0,0.0,0,0,33,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
139,6,2,0,0.0,0.833,0.667,0.167,2,1,0,0,1,1,5,1,23,31,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,2,8,25000,56,0.833,0.5,0,1,0.8,0.0,0,0,21,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
140,5,1,0,0.0,0.8,0.8,0.2,0,1,0,0,0,5,0,0,32,31,0,0,0,0,0,21,13,0,0,0,0,0,0,0,0,0,0,2,2,12000,70,0.8,0.25,0,0,0.0,0.0,1,0,27,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
141,1,1,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,1,0,4,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,15000,128,1.0,1.0,0,0,0.0,0.0,0,0,25,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
143,1,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,53,987,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1596,0,15000,125,0.0,0.0,0,0,0.0,0.0,0,0,33,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
144,1,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,67,597,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1999,0,9000,75,0.0,0.0,0,0,0.0,0.0,0,0,28,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
145,3,0,0,0.0,0.667,0.0,0.0,0,1,0,0,0,2,1,2,145,48,0,0,0,0,0,26,5,0,0,0,0,0,0,0,0,0,0,363,0,30000,191,0.667,0.0,0,0,0.0,0.0,0,0,43,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
146,12,4,1,0.083,0.75,0.667,0.25,0,3,0,0,0,3,9,2,31,19,4,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,6,18,3,24500,65,0.75,0.5,0,0,0.5,0.0,0,0,27,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
147,11,2,0,0.0,0.727,0.364,0.091,1,1,2,0,3,1,10,0,59,32,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14,2,4,3,3,35000,45,0.727,0.5,1,1,0.25,0.143,0,0,25,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
148,1,0,0,0.0,1.0,1.0,0.0,0,1,0,0,0,1,0,0,11,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,0,18326,69,1.0,0.0,0,0,0.0,0.0,0,0,25,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
149,1,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,37,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1105,0,14000,48,0.0,0.0,0,0,0.0,0.0,0,0,26,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
150,2,1,0,0.0,0.5,0.5,0.0,1,0,0,0,0,1,1,0,33,986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,12000,34,0.5,1.0,0,0,1.0,0.0,1,0,23,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
151,15,14,12,0.8,0.2,1.0,0.8,2,0,0,0,0,14,1,0,12,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,0,36000,134,0.2,0.933,0,0,0.0,0.0,1,0,32,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
152,6,0,0,0.0,0.667,0.5,0.167,0,2,0,1,0,6,0,1,65,54,0,0,0,0,0,48,3,0,0,0,0,0,0,0,0,0,0,6,1,35000,130,0.667,0.0,0,0,0.0,0.0,1,1,36,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
153,2,1,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,2,0,9,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,90,1,20000,66,1.0,0.5,0,0,0.0,1.0,0,0,24,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
154,1,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,24,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728,0,29000,69,1.0,0.0,0,0,0.0,0.0,0,0,39,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
155,3,0,0,0.0,0.333,0.0,0.0,0,0,0,0,0,0,3,0,32,411,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,237,0,33000,149,0.333,0.0,0,0,0.0,0.0,0,0,33,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
156,2,0,1,0.5,0.5,0.5,0.5,0,0,0,0,0,1,1,1,18,34,2,0,0,0,0,8,3,0,0,0,0,0,0,30,0,0,0,538,0,20000,100,0.5,0.0,0,0,0.0,0.0,0,0,33,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
157,3,0,0,0.0,0.0,0.0,0.0,0,1,1,0,0,1,2,0,150,883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,282,0,45000,69,0.0,0.0,1,0,0.0,0.0,0,0,38,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
158,5,1,1,0.2,0.6,0.4,0.4,0,0,0,0,1,0,5,1,31,40,0,0,0,0,0,29,4,0,0,0,0,0,0,0,0,0,1,122,0,55000,195,0.6,0.5,0,1,0.0,0.0,0,0,27,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
159,17,1,2,0.118,0.059,0.059,0.118,0,2,0,0,0,15,2,1,159,44,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,6,1,25000,244,0.059,1.0,0,0,0.0,0.0,1,0,52,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
160,3,1,0,0.0,1.0,0.667,0.0,0,1,0,0,0,2,1,1,12,36,2,1,2,1,0,0,0,0,0,0,0,0,0,10,0,0,0,3,1,19000,71,1.0,0.5,0,0,0.0,0.0,0,0,23,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
161,7,1,0,0.0,0.429,0.286,0.0,0,1,0,0,0,7,0,3,77,66,0,0,0,0,0,31,4,0,0,0,0,0,0,0,1,1,0,54,1,20000,60,0.429,0.5,0,0,0.0,1.0,1,0,41,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
162,5,0,0,0.0,0.6,0.0,0.0,0,2,0,0,0,5,0,1,104,492,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,1772,0,20000,64,0.6,0.0,0,0,0.0,0.0,1,0,38,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
163,5,2,0,0.0,0.8,0.4,0.0,0,0,0,0,3,2,3,2,51,114,0,0,0,0,0,51,14,5,0,0,0,0,0,0,0,0,0,19,1,20000,222,0.8,1.0,0,1,0.0,0.0,0,0,43,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
164,1,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,27,115,2,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,807,0,11000,14,1.0,0.0,0,0,0.0,0.0,0,0,24,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
165,5,3,1,0.2,0.6,0.8,0.4,2,0,0,0,1,0,5,1,16,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,20000,51,0.6,0.75,0,1,0.75,0.0,0,0,39,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
166,20,1,3,0.15,0.2,0.15,0.15,2,0,0,0,0,12,8,4,58,77,3,1,1,0,0,0,0,0,0,0,0,0,0,9,0,0,3,12,4,20000,71,0.2,0.333,0,0,0.667,0.0,1,0,31,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
167,13,1,0,0.0,0.231,0.077,0.154,2,2,0,0,0,13,0,1,87,379,1,0,0,0,1,88,10,0,0,0,0,0,0,89,0,0,0,1075,0,25000,128,0.231,1.0,0,0,0.0,0.0,1,0,47,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
168,3,2,1,0.333,0.667,0.667,0.333,1,1,0,0,0,2,1,1,15,86,1,1,1,0,0,0,0,0,0,0,0,0,0,29,0,0,0,29,1,15000,120,0.667,1.0,0,0,0.0,0.0,0,0,48,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
169,7,0,0,0.0,0.857,0.143,0.0,4,1,0,0,0,7,0,6,64,1650,0,0,0,0,0,23,3,0,0,0,0,0,0,0,0,0,0,1930,0,60000,362,0.857,0.0,0,0,0.0,0.0,0,0,64,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
170,3,3,0,0.0,1.0,1.0,0.0,0,0,0,0,0,3,0,0,5,152,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,4,2,30000,45,1.0,1.0,0,0,0.0,0.0,1,0,24,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
171,4,3,0,0.0,0.75,0.75,0.0,1,1,0,0,0,1,3,0,29,36,1,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,6,24,6,15000,43,0.75,1.0,0,0,1.0,0.0,0,0,33,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
172,1,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,1,33,64,0,0,0,0,0,33,5,0,0,0,0,0,0,0,1,0,1,83,2,25000,102,1.0,0.0,0,0,1.0,0.0,0,0,26,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
173,18,0,0,0.0,0.5,0.0,0.0,6,1,0,0,0,17,1,14,62,198,11,0,0,0,2,65,0,0,0,0,0,0,0,30,0,0,0,466,0,15000,60,0.5,0.0,0,0,0.0,0.0,1,0,34,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
174,1,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,21,491,0,0,0,0,0,21,5,0,0,0,0,0,0,0,0,0,0,347,0,40000,191,1.0,0.0,0,0,0.0,0.0,1,0,44,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
175,6,5,0,0.0,1.0,1.0,0.0,1,0,0,0,1,0,6,4,8,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,90,1,40000,101,1.0,0.833,0,1,1.0,0.0,0,0,39,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
176,14,0,0,0.0,0.143,0.143,0.286,1,0,0,0,0,14,0,2,69,221,0,0,0,0,0,84,5,0,0,0,0,0,0,0,0,0,2,9,2,35000,36,0.143,0.0,0,0,1.0,0.0,1,0,27,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
177,3,0,0,0.0,1.0,0.333,0.0,0,1,0,0,0,1,2,1,97,162,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,355,0,15000,96,1.0,0.0,0,0,0.0,0.0,0,0,29,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
178,1,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,34,33,2,2,2,0,0,15,1,0,0,0,0,0,0,3,0,0,0,1007,0,48000,77,1.0,0.0,0,0,0.0,0.0,0,0,25,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
179,4,1,0,0.0,1.0,1.0,0.0,0,0,0,0,1,0,4,1,12,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,25000,170,1.0,0.25,0,1,1.0,0.0,0,0,31,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
180,2,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,2,0,2,24,55,2,1,1,0,0,0,0,0,0,0,0,0,0,27,0,0,0,2,1,13000,135,1.0,0.0,0,0,0.0,0.0,0,0,44,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
181,2,0,0,0.0,1.0,0.5,0.0,0,1,0,0,0,1,1,0,28,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,208,0,25000,300,1.0,0.0,0,0,0.0,0.0,0,0,32,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
182,24,1,0,0.0,0.333,0.083,0.083,1,1,7,0,8,1,23,1,74,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,13,20,2,60000,54,0.333,0.5,1,1,0.0,0.1,0,0,30,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
184,9,0,0,0.0,0.444,0.0,0.0,0,1,3,0,4,1,8,1,137,37,7,2,2,0,0,0,0,0,0,0,0,0,0,3,7,2,14,54,6,35000,38,0.444,0.0,1,1,0.286,0.286,0,0,32,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
187,1,0,0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,1,0,19,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,199,0,65000,152,1.0,0.0,1,0,0.0,0.0,0,0,43,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
188,7,0,1,0.143,0.429,0.286,0.286,0,1,0,0,0,7,0,0,39,49,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1178,0,12000,86,0.429,0.0,0,0,0.0,0.0,1,0,33,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
189,4,0,0,0.0,0.25,0.0,0.0,0,0,0,0,0,0,4,1,41,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,699,0,45000,77,0.25,0.0,0,0,0.0,0.0,0,0,28,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
190,1,0,1,1.0,0.0,0.0,1.0,0,1,0,0,0,1,0,0,19,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,20000,65,0.0,0.0,0,0,0.0,0.0,0,0,25,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
191,13,1,0,0.0,0.231,0.154,0.077,1,0,0,0,2,11,2,3,86,318,0,0,0,0,0,35,5,0,0,0,0,0,0,0,0,0,2,346,0,45000,186,0.231,0.5,0,1,0.0,0.0,1,0,35,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
193,4,4,2,0.5,0.5,1.0,0.5,0,0,0,0,2,2,2,2,5,92,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,2,6,3,2,52000,106,0.5,1.0,0,1,0.667,0.667,0,0,23,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
194,1,0,1,1.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,13,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,400,0,35000,191,0.0,0.0,0,0,0.0,0.0,0,0,30,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
195,8,0,0,0.0,0.125,0.125,0.0,0,0,0,0,0,7,1,0,40,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,20000,63,0.125,0.0,0,0,0.0,0.0,1,0,38,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
196,1,0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,1,0,7,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,2,19000,62,1.0,0.0,0,0,0.5,0.0,0,0,23,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
197,4,1,0,0.0,0.5,0.5,0.0,0,0,0,1,1,2,2,1,76,70,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1,201,0,25000,39,0.5,0.5,0,1,0.0,0.0,0,1,32,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
198,22,3,3,0.136,0.364,0.318,0.364,0,1,0,0,0,6,16,7,124,44,0,0,0,0,0,53,8,0,0,0,0,0,0,0,2,0,0,77,1,28000,64,0.364,0.429,0,0,0.0,0.0,1,0,38,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
200,2,1,0,0.0,0.5,0.5,0.0,0,0,1,0,0,0,2,0,21,459,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,2,2,24000,56,0.5,1.0,1,0,0.0,1.0,0,0,21,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
201,3,0,0,0.0,0.333,0.0,0.0,0,0,0,0,1,0,3,0,31,25,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,452,0,18000,95,0.333,0.0,0,1,0.0,0.0,0,0,29,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
204,1,0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,1,0,8,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,9,45000,131,1.0,0.0,0,0,0.714,0.0,0,0,24,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
205,1,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,27,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,0,35000,152,1.0,0.0,0,0,0.0,0.0,0,0,27,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
